eid,country
commerzbank-ag-germany-deu,Germany
berliner-volksbank-eg-berlin-germany-deu,Germany
nassauische-sparkasse-wiesbaden-germany-deu,Germany
deutsche-postbank-ag-germany-deu,Germany
wgz-bank-westdeutsche-dusseldorf-germany-deu,Germany
db-postbank-germany-deu,Germany
dz-bank-ag-franfurt-germany-deu,Germany
commerzbank-a-g-frankfurt-germany-deu,Germany
isbank-ag-frankfurt-am-main-germany-deu,Germany
landesbank-baden-wuerttemberg-mannheim-germany-deu,Germany
landesbank-baden-wuerttemberg-germany-deu,Germany
the-landesbank-baden-wuerttemberg-mannheim-germany-deu,Germany
hsh-nordbank-ag-hamburg-germany-deu,Germany
landesbank-baden-wuerttemberg-stuttgart-germany-deu,Germany
liberty-bank-germany-deu,Germany
berliner-volksbank-e-g-germany-deu,Germany
deutsche-bank-ag-germany-deu,Germany
berenberg-bank-hamburg-germany-deu,Germany
commerzbank-a-g-frankfurt-am-main-frankfurt-germany-deu,Germany
deutsche-bank-germany-deu,Germany
sparkasse-ulm-germany-deu,Germany
hypo-vereinsbank-ag-germany-deu,Germany
erliner-volksbank-eg,Germany
deutsche-bank-ag-stuttgart-germany-deu,Germany
deutsche-postbank-ag,Germany
landesbank-baden-wuerttemberg,Germany
berliner-volksbank-eg,Germany
deutsche-bank-ag-taunusanlage-12,Germany
wirecard-bank-ag-aschheim-germany-deu,Germany
vtb-bank-deutschland-ag-deu,Germany
citibank-a-g-frankfurt-germany-deu,Germany
hauck-aufhaeuser-privatbankiers-frankfurt-germany-deu,Germany
sparkasse-dachau,Germany
deutsche-bank-a-g-frankfurt-germany-deu,Germany
wirecard-bank-ag-grasbrunn-germany-deu,Germany
ap-anlage-und-privatbank-ag,Germany
vtb-bank-deutschland-ag-frankfurt-germany-deu,Germany
commerzbank-ag,Germany
anlage-und-privatbank-ag,Germany
sparkasse-salem-heiligenberg,Germany
hsh-nordbank-ag,Germany
the-landesbank-baden-wuerttemberg-germany-deu,Germany
joh-berenberggossler-und-cokg,Germany
hsbc-trinkaus-burkhardt-ag-dusseldorf-germany-deu,Germany
stanbic-bank-ghana-gha,Ghana
stanbic-bank-ghana-limited-ghana-gha,Ghana
universal-merchant-bank-limited-accra-ghana-gha,Ghana
energy-bank-ghana-limited-accra-ghana-gha,Ghana
ecobank-ghana-ltd-ghana-gha,Ghana
stanbic-bank-ghana-ltd-ghana-gha,Ghana
natwest-offshore,Gibraltar
eurobank-ergasias-s-a,Greece
efg-eurobank-ergasias-sa,Greece
aegean-baltic-bank-sa,Greece
hsbc-bank-plc-athens-greece-grc,Greece
piraeus-bank-sa-athens-greece-grc,Greece
royal-bank-of-scotland-plc-guernsey-channel-islands-ggy,Guernsey
kleinwort-benson,Guernsey
kleinwort-benson-stpeter-port-guernsey-ggy,Guernsey
republic-bank-guyana-limited,Guyana
standard-chartered-bank,Hong Kong
intesa-sanpaolo-spa-hong-kong-hkg,Hong Kong
citibank-na-hong-kong-hkg,Hong Kong
ocbc-wing-hang-bank-limited,Hong Kong
deutsche-bank-ag,Hong Kong
australia-and-new-zealand-bkg-group-hong-kong-hong-kong-hkg,Hong Kong
hongkong-and-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong
industrial-commercial-bank-of-china-asia-ltd-hong-kong-hkg,Hong Kong
taipei-fubon-commercial-bank-co-ltd,Hong Kong
hang-seng-bank-limited,Hong Kong
industrial-bank-co-hong-kong-branch,Hong Kong
hong-kong-shanghai-banking-corp-hong-kong-hkg,Hong Kong
bank-of-baroda-hong-kong-hong-kong-hkg,Hong Kong
bank-of-china-ltd-hong-kong-hkg,Hong Kong
rabobank-hong-kong-hkg,Hong Kong
efg-bank-ag-hong-kong-branch,Hong Kong
bnp-paribas,Hong Kong
hong-kong-and-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong
australia-and-new-zealand-banking-group-ltd,Hong Kong
hongkong-shanghai-banking-corporation-hong-kong-hkg,Hong Kong
credit-suisse-ag,Hong Kong
ctbc-bank-coltd-hong-kong-branch-hong-kong-hkg,Hong Kong
hongkong-and-shanghai-banking-corp-hong-kong-hkg,Hong Kong
china-construction-bk-asia-corp-ltd-hong-kong-hkg,Hong Kong
bnp-paribas-wealth-management,Hong Kong
hua-nan-commercial-bank-ltd,Hong Kong
e-sun-commercial-bank-ltd-hong-kong-hkg,Hong Kong
ocbc-wing-hang-bank-ltd,Hong Kong
the-hongkong-and-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong
hongkong-shanghai-banking-corp-hong-kong-hkg,Hong Kong
ctbc-bank-coltd-hong-kong-hkg,Hong Kong
standard-chartered-bank-hk-hong-kong-hkg,Hong Kong
bank-of-china,Hong Kong
hsbc-hong-kong-hkg,Hong Kong
hongkong-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong
hsbc-private-bank,Hong Kong
rabobank-hong-kong-branch-hong-kong-hkg,Hong Kong
bank-of-ny-hong-kong-hkg,Hong Kong
hong-kong-and-shanghai-banking-corp-hong-kong-hkg,Hong Kong
dbs-bank,Hong Kong
bank-of-baroda-hong-kong-hkg,Hong Kong
hong-kong-and-shanghai-banking-corporation-ltd,Hong Kong
wing-lung-bank-ltd,Hong Kong
e-sun-commercial-bank-ltd,Hong Kong
bank-of-communications-hong-kong,Hong Kong
hsbc-hong-kong,Hong Kong
deutsche-bank-ag-hong-kong-hkg,Hong Kong
chinatrust-commercial-bank,Hong Kong
standard-chartered-bank-hong-kong-limited,Hong Kong
hongkong-shanghai-banking-corporation-ltd-hong-kong-hkg,Hong Kong
hang-seng-bank-ltd,Hong Kong
hang-seng-bank-hk-hkg,Hong Kong
taishin-international-bank,Hong Kong
hsbc,Hong Kong
dbs-bank-hong-kong-hkg,Hong Kong
dbs-bank-ltd,Hong Kong
bank-of-china-hong-kong-ltd,Hong Kong
ctbc-bank-co-ltd,Hong Kong
mizuho-corporate-bank-limited,Hong Kong
wing-lung-bank,Hong Kong
standard-chartered-bank-hk-ltd,Hong Kong
australia-and-new-zealand-bkg-grp-hong-kong-hkg,Hong Kong
bank-of-china-hong-kong-ltd-west-kowloon-hong-kong-hkg,Hong Kong
taishin-international-bank-kowloon-hong-kong-hkg,Hong Kong
bank-sinopac-company-limited-hong-kong-hkg,Hong Kong
jpmorgan-chase-bank-na-hong-kong-branch-hong-kong-hkg,Hong Kong
taipei-fubon-commercial-bank-co-ltd-hong-kong-hkg,Hong Kong
scb-hong-kong-hong-kong-hkg,Hong Kong
hang-seng-bank-hong-kong-hkg,Hong Kong
china-citic-bank-international-ltd-hong-kong-hkg,Hong Kong
indian-overseas-bank-hong-kong-hkg,Hong Kong
e-sun-commercial-bank-ltd-wanchai-hong-kong-hkg,Hong Kong
dbs-bank-hong-kong-ltd-hong-kong-hkg,Hong Kong
credit-suisse-ag-hong-kong-hkg,Hong Kong
scb-hk-hong-kong-hkg,Hong Kong
bank-of-east-asia-ltd-hong-kong-hkg,Hong Kong
dbs-bank-hong-kong-limited-hong-kong-hkg,Hong Kong
credit-suisse-hong-kong-hkg,Hong Kong
bank-of-communications-co-ltd-hong-kong-hkg,Hong Kong
dbs-bank-ltd-hong-kong-hkg,Hong Kong
dz-bank-hong-kong-hkg,Hong Kong
bank-of-china-hong-kong-limited-hong-kong-hkg,Hong Kong
wing-lung-bank-ltd-hong-kong-hkg,Hong Kong
shanghai-commercial-bank-ltd-hong-kong-hkg,Hong Kong
ctbc-bank-co-ltd-hong-kong-branch-hong-kong-hkg,Hong Kong
ocbc-wing-hang-bank-limited-hong-kong-hkg,Hong Kong
bank-sinopac-hong-kong-hkg,Hong Kong
bank-of-east-asia-hong-kong-hkg,Hong Kong
hua-nan-commercial-bank-ltd-hong-kong-hkg,Hong Kong
chinatrust-commercial-bank-hong-kong-hkg,Hong Kong
credit-suisse-kowloon-hong-kong-hkg,Hong Kong
bank-of-china-hongkong-ltd-hong-kong-hkg,Hong Kong
standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Hong Kong
ctbc-bank-co-ltd-hong-kong-hkg,Hong Kong
hang-seng-bank-ltd-hong-kong-hkg,Hong Kong
chong-hing-bank-ltd-hong-kong-hkg,Hong Kong
hang-seng-bank-limited-hong-kong-hkg,Hong Kong
dbs-bank-hong-kong-limited-quarry-bay-hong-kong-hkg,Hong Kong
standard-chartered-bank-hk-ltd-hong-kong-hkg,Hong Kong
bank-of-taiwan-hong-kong-hkg,Hong Kong
standard-chartered-bank-hong-kong-hkg,Hong Kong
bank-of-china-hong-kong-ltd-hong-kong-hkg,Hong Kong
taiwan-cooperative-bank-hong-kong-hkg,Hong Kong
standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Hong Kong
standard-chartered-bank-hong-kong-ltd,Hong Kong
taiwan-cooperative-bank,Hong Kong
hsbc-bank-hong-kong-hkg,Hong Kong
ocbc-wing-hang-bank-hong-kong-hkg,Hong Kong
bank-of-communications,Hong Kong
industrial-and-commercial-bank-of-china-asia-ltd-hong-kong-hkg,Hong Kong
hong-kong-shanghai-bnk-corp-hong-kong-hkg,Hong Kong
citi-bank-na-hong-kong-hkg,Hong Kong
unicredit-bank-hungary-zrt,Hungary
magnet-bank-zrt-budapest-hungary-hun,Hungary
raiffeisen-bank-rt,Hungary
mkb-bank-zrt-budapest-hungary-hun,Hungary
otp-bank-plc-budapest-hungary-hun,Hungary
raiffeisen-bank-rt-budapest-hungary-hun,Hungary
kereskedelmi-es-hitelbank-rt-budapest-hungary-hun,Hungary
state-bank-of-india-mehnagpur-india-ind,India
indian-overseas-bank-attur-india-ind,India
state-bank-of-patiala-mumbai-india-ind,India
kotak-mahindra-bank-limited,India
tamilnad-mercantile-bank-madras-india-ind,India
karur-vysya-bank-ltd-chennai-india-ind,India
state-bank-of-indiamumbai-india-ind,India
union-bank-of-india,India
state-bank-of-india,India
bank-of-maharashtra,India
standard-chartered-bank-india,India
icic-bank-ltd-mumbai-india-ind,India
bank-of-maharashtra-new-delhi-india-ind,India
hdfc-bank-limited,India
indusind-bank-ltd-kolkata-india-ind,India
standard-chartered-bank,India
andhra-bank-ltd-mumbai-india-ind,India
indian-overseas-bank-kanpur-india-ind,India
bank-of-india-kanpur-india-ind,India
credit-bank-ltd-mumbai-india-ind,India
punjab-national-bank-new-delhi-india-ind,India
indian-bank-chennai-chennai-india-ind,India
axis-bank-limited-meerut-india-ind,India
icici-bank-limited-mumbai-india-ind,India
canara-bank-mumbai-india-ind,India
state-bank-of-india-india-ind,India
indusind-bank-ltd-mumbai-india-ind,India
axis-bank-limited-india-ind,India
deutsche-bank-ag-india-ind,India
bank-of-baroda-mumbai-india-ind,India
standard-chartered-bank-india-ind,India
icic-bank-ltd-gujarat-india-ind,India
karur-vysya-bank-ltd-intl-chennai-india-ind,India
hdfc-bank-limited-mumbai-india-ind,India
union-bank-of-india-mumbai-india-ind,India
yes-bank-limited-mumbai-india-ind,India
kotak-mahindra-bank-limited-mumbai-india-ind,India
axis-bank-ltd-india-ind,India
hdfc-bank-house-mumbai-india-ind,India
bank-of-maharashtra-nakik-india-ind,India
bank-of-maharashtra-mumbai-india-ind,India
state-bank-of-india-mumbai-india-ind,India
kotak-mahindra-bank-mumbai-india-ind,India
axis-bank-ltd-mumbai-india-ind,India
standard-chartered-bank-mumbai-india-ind,India
karnataka-bank-limited-mumbai-india-ind,India
uco-bank-mumbai-india-ind,India
vijaya-bank-new-delhi-india-ind,India
united-bank-of-india-kanpur-india-ind,India
indusind-bank-ltd,India
bank-of-india-new-delhi-india-ind,India
hongkong-and-shanghai-banking-corp-mumbai-india-ind,India
state-bank-of-india-etah-india-ind,India
state-bank-of-india-nanganallur-india-ind,India
indian-bank-mumbai-india-ind,India
canara-bank-new-delhi-india-ind,India
punjab-national-bank-mumbai-india-ind,India
punjab-national-bank-kohanda-india-ind,India
vijaya-bank-delhi-india-ind,India
state-bank-of-india-new-dehli-india-ind,India
deutsche-bank-in-ind,India
deutsche-bank-ag,India
deutsche-bank-ag-bangalore-india-ind,India
bank-of-baroda-hyderabad-india-ind,India
icici-bank-madurai-india-ind,India
axis-bank-mohalla-india-ind,India
allahabad-bank-mumbai-india-ind,India
canara-bank,India
rbs-nv-india-branch-mumbai-india-ind,India
bank-mandiri-perseo-tbk-pt-indonesia-idn,Indonesia
pt-bank-icbc-indonesia,Indonesia
bank-mandiri-perseo-jakarta-indonesia-idn,Indonesia
pt-bank-commonwealth,Indonesia
hongkong-shanghai-banking-corp-jakarta-indonesia-idn,Indonesia
chinatrust-indonesia-jakarta-indonesia-idn,Indonesia
bank-danamon-indonesia-pt-jakarta-indonesia-idn,Indonesia
pt-bank-mandiri,Indonesia
pt-bank-uob-indonesia,Indonesia
pt-bank-mandiri-persero-tbk,Indonesia
bank-internasional-indonesia,Indonesia
bank-negara-indonesia,Indonesia
pt-bank-nusantara-parahyangan,Indonesia
bank-dbs-indonesia-jakarta-indonesia-idn,Indonesia
bank-international-indonesia-indonesia-idn,Indonesia
pt-bank-windu-kentjana-internation-indonesia-idn,Indonesia
bank-negara-indonesia-ambon-indonesia-idn,Indonesia
bank-of-india-indonesia-jakarta-indonesia-idn,Indonesia
pt-bank-chinatrust-indonesia,Indonesia
stansard-chartered-bank,Indonesia
pt-bank-ocbc-nisp-tbk,Indonesia
common-wealth-bank-medan-indonesia-idn,Indonesia
bank-dbs-indonesia-pt,Indonesia
bank-cimb-niaga-tbk-jakarta-indonesia-idn,Indonesia
citibank-na-jakarta-indonesia-idn,Indonesia
panin-bank,Indonesia
pt-bank-windu-kentjana-international-indonesia-idn,Indonesia
bank-mandiri,Indonesia
pt-bank-cimb-niaga-tbk-jakarta-indonesia-idn,Indonesia
bank-chinatrust-indonesia-jakarta-indonesia-idn,Indonesia
standard-chartered-bank-indonesia-idn,Indonesia
pt-bank-central-asia-tbk-jakarta-indonesia-idn,Indonesia
bank-international-indonesia-jakarta-indonesia-idn,Indonesia
pt-bank-commonwealth-jakarta-indonesia-idn,Indonesia
bank-ocbc-nisp-tbk-jakarta-indonesia-idn,Indonesia
bank-negara-indonesia-persero-jakarta-indonesia-idn,Indonesia
pt-bank-central-asia-tbk-indonesia-idn,Indonesia
bank-mandiri-perseo-tbk-pt-jakarta-indonesia-idn,Indonesia
standard-chartered-bank-jakarta-indonesia-idn,Indonesia
pt-bank-mega-indonesia-idn,Indonesia
pt-bank-uob-indonesia-jakarta-indonesia-idn,Indonesia
panin-bank-jakarta-indonesia-idn,Indonesia
bank-chinatrust-indonesia-pt-jakarta-indonesia-idn,Indonesia
pt-bank-ocbc-nisp-tbk-jakarta-indonesia-idn,Indonesia
bank-dbs-indonesia-pt-jakarta-indonesia-idn,Indonesia
pt-bank-mandiri-perseo-tbk-jakarta-indonesia-idn,Indonesia
region-trade-bank-for-investment-and-finance,Iraq
trade-bank-for-investment-and-finance,Iraq
bank-of-ireland,Ireland
aib-allied-irish-bank,Ireland
hsbc-bank-plc,Ireland
the-royal-bank-of-scotland-plc-ireland-dublin-ireland-irl,Ireland
bank-of-america-merrill-lynch-international-limited-dublin-ireland-irl,Ireland
ulster-bank-limited-dublin-ireland-irl,Ireland
bank-of-ireland-dublin-ireland-irl,Ireland
the-royal-bank-of-scotland-douglas-isle-of-man-imn,Isle of Man
bank-hapoalim-b-m,Israel
bank-otsar-ha-hayal-ltd-ramat-gan-israel-isr,Israel
hapoalim-b-m,Israel
israel-discount-bank-ltd,Israel
first-intl-bank-of-israel-ltd-tel-aviv-israel-isr,Israel
union-bank-of-israel-ltd,Israel
israel-postal-bank,Israel
bank-hapoalim-tel-aviv-israel-isr,Israel
israel-discount-bank-ltd-tel-aviv-israel-isr,Israel
israel-postal-bank-israel-isr,Israel
union-bank-of-israel-ltd-israel-isr,Israel
israel-discount-bank-ltd-israel-isr,Israel
mizrahi-tefahot-bank-ltd-ramat-gan-israel-isr,Israel
bank-hapoalim-b-m-tel-aviv-israel-isr,Israel
bank-hapoalim-b-m-israel-isr,Israel
banca-nazionale-del-lavoro-florence-italy-ita,Italy
banca-di-credito-cooperativo-di-pianfei-e-rocca-de-baldi-scrl,Italy
banca-popolare-di-milano-scarl,Italy
unicredit-spa,Italy
banca-popolare-di-milano-scarl-milano-italy-ita,Italy
unicredit-spa-milan-italy-ita,Italy
national-commercial-bank-jamaica-ltd-kingston-jamaica-jam,Jamaica
rbtt-bank-jamaica-limited-kingston-jamaica-jam,Jamaica
rbtt-bank-jamaica-ltd-kingston-jamaica-jam,Jamaica
mizuho-bank-ltd-tokyo-japan-jpn,Japan
the-hokkaido-bank-ltd,Japan
the-bank-of-tokyo-mitsubishi-ufj-ltd,Japan
mizuho-corporate-bank,Japan
citibank-japan-ltd,Japan
shoko-chukin-bank-japan-jpn,Japan
japan-post-bank-co,Japan
the-hokkaido-bank-ltd-tokyo-japan-jpn,Japan
sumitomo-mitsui-banking-corporation-tokyo-japan-jpn,Japan
mizuho-corporate-bank-tokyo-japan-jpn,Japan
yokohama-shinkin-bank-ltd-yokohama-japan-jpn,Japan
barclays-bank-plc,Jersey
lloyds-tsb-offshore-ltd-st-helier-jersey-jey,Jersey
blom-bank-sal,Jordan
investbank,Jordan
egyptian-arab-land-bank-s-a-e,Jordan
investbank-jordan-jor,Jordan
egyptian-arab-land-bank-s-a-e-amman-jordan-jor,Jordan
jordan-kuwait-bank-amman-jordan-jor,Jordan
capital-bank-of-jordan-amman-jordan-jor,Jordan
blom-bank-sal-amman-jordan-jor,Jordan
temir-bank,Kazakhstan
bta-bank-jsc,Kazakhstan
alliance-bank,Kazakhstan
fortebank-jsc-almaty-kazakhstan-kaz,Kazakhstan
kazkommertsbank,Kazakhstan
eurasian-bank,Kazakhstan
halyk-savings-bank-kazakhstan,Kazakhstan
sb-sberbank-js-almaty-kazakhstan-kaz,Kazakhstan
kaspi-bank-jsc,Kazakhstan
vtb-bank,Kazakhstan
bank-centercredit,Kazakhstan
eurasian-development-bank-alma-kazakhstan-kaz,Kazakhstan
sb-sberbank-jsc-almaty-kazakhstan-kaz,Kazakhstan
vtb-bank-almaty-kazakhstan-kaz,Kazakhstan
temir-bank-almaty-kazakhstan-kaz,Kazakhstan
bta-bank-jsc-almaty-kazakhstan-kaz,Kazakhstan
bank-centercredit-almaty-kz-kaz,Kazakhstan
halyk-savings-bank-kazakhstan-almaty-kazakhstan-kaz,Kazakhstan
halyk-savings-bank-kazakhstan-almaty-kz-kaz,Kazakhstan
bank-centercredit-almaty-kazakhstan-kaz,Kazakhstan
nurbank-alma-ata-kazakhstan-kaz,Kazakhstan
kaspi-bank-jsc-alma-ata-kazakhstan-kaz,Kazakhstan
nurbank-jsc-almaty-kazakhstan-kaz,Kazakhstan
sberbank-jsc-almaty-kazakhstan-kaz,Kazakhstan
vtb-bank-kazakhstan-almaty-kazakhstan-kaz,Kazakhstan
halyk-savings-bank-almaty-kazakhstan-kaz,Kazakhstan
eurasian-development-bank-almaty-kazakhstan-kaz,Kazakhstan
bta-bank-almaty-kazakhstan-kaz,Kazakhstan
uzbalttrans-astana-too-at-bta-bank-almaty-kazakhstan-kaz,Kazakhstan
eurasian-bank-almaty-kazakhstan-kaz,Kazakhstan
alliance-bank-almaty-kazakhstan-kaz,Kazakhstan
bank-rbk-joint-stock-company-almaty-kazakhstan-kaz,Kazakhstan
bank-kazakhstan-almaty-kz-kaz,Kazakhstan
nurbank-jsc-almaty-rep-of-kazakhstan-kaz,Kazakhstan
halyk-savings-bank-of-kazakstan-almaty-kazakhstan-kaz,Kazakhstan
kazkommertsbank-almaty-kazakhstan-kaz,Kazakhstan
barclays-kenya-kenya-ken,Kenya
kenya-commercial-bank-limited-kenya-ken,Kenya
nic-bank-ltd-nairobi-kenya-ken,Kenya
equity-bank-ltd,Kenya
co-operative-bank-of-kenya-ltd-nairobi-kenya-ken,Kenya
barclays-bank-of-kenya-ltd-kenya-ken,Kenya
standard-chartered-bank-kenya-ken,Kenya
middle-east-bank-kenya-ltd-kenya-ken,Kenya
korea-exchange-bank,South Korea
korea-exchange-bank-seoul-korea-kor,South Korea
kookmin-bank-seoul-korea-kor,South Korea
woori-bank-seoul-south-korea-kor,South Korea
industrial-bank-of-korea,South Korea
industrial-bank-of-korea-seoul-korea-kor,South Korea
kyongnam-bank-south-korea-kor,South Korea
hana-bank-seoul-korea-kor,South Korea
woori-bank-south-korea-kor,South Korea
kookmin-bank-korea-kor,South Korea
korea-exchange-bank-seoul-south-korea-kor,South Korea
korea-exchange-bank-south-korea-kor,South Korea
woori-bank-seoul-korea-kor,South Korea
industrial-bank-of-korea-seoul-south-korea-kor,South Korea
national-bank-of-kuwait-sak-kuwait-kwt,Kuwait
gulf-bank-ksc-kuwait-kwt,Kuwait
national-bank-of-kuwait-sak,Kuwait
bank-of-bahrain-kuwait,Kuwait
the-national-bank-of-kuwait-sak-kuwait-kuwait-kwt,Kuwait
commercial-bank-of-kuwait-sak-safat-kuwait-kwt,Kuwait
bank-of-bahrain-kuwait-kuwait-kwt,Kuwait
banque-pour-le-commerce-exterieur-lao-public-vientiane-laos-lao,Lao People's Democratic Republic
rietumu-banka-riga-latvia-lva,Latvia
as-akciju-komercbanka-baltikums-riga-latvia-lva,Latvia
smp-bank,Latvia
latvian-trade-bank,Latvia
trasta-komercbanka-latvia-lva,Latvia
ltb-bank-riga-riga-latvia-lva,Latvia
regionala-investiciju-banka-latvia-lva,Latvia
norvik-banka-jsc-latvia-lva,Latvia
as-expobank,Latvia
regional-investment-bank,Latvia
rigensis-bank-as-riga-latvia-lva,Latvia
as-privatbank,Latvia
ltb-bank-riga-latvia-lva,Latvia
expobank-riga-latvia-lva,Latvia
latvian-trade-bank-riga-latvia-lva,Latvia
credit-toltb-bank-riga-latvia-lva,Latvia
baltikums-bank-rigalatvia-lva,Latvia
as-privatbank-lv-lva,Latvia
trasta-komercbanka-riga-latvia-lva,Latvia
seb-banka-latvia-lva,Latvia
parexcitadele-banka,Latvia
ltb-bank-sa-riga-latvia-lva,Latvia
jsc-norvik-banka-riga-lv-lva,Latvia
ablv-bank,Latvia
baltikums-bank-as,Latvia
as-expo-bank,Latvia
as-expobank-riga-latvia-lva,Latvia
akciju-komercbanka-baltikums,Latvia
ltb-bank,Latvia
rigensis-bank-as,Latvia
aizkraukles-banka-riga-latvia-lva,Latvia
ablv-bank-latvia-lva,Latvia
regional-investment-bank-riga-latvia-lva,Latvia
rietumu-banka,Latvia
rietumu-banka-jsc,Latvia
as-meridian-trade-bank,Latvia
as-privatbank-riga-latvia-lva,Latvia
baltikums-bank,Latvia
norvik-banka-jsc,Latvia
expobank,Latvia
multibanka-joint-stock-bank-riga-latvia-lva,Latvia
aizkraukles,Latvia
norvik-banka,Latvia
m2m-europe-as-latvia-lva,Latvia
baltikums-bank-as-riga-latvia-lva,Latvia
norvic-banka-jsc,Latvia
regionala-investiciju-banka-riga-lv-lva,Latvia
ablv-bank-as-latvia-lva,Latvia
as-meridian-trade-bank-riga-latvia-lva,Latvia
ao-rietumu-banka-latvia-lva,Latvia
ablv-bank-as,Latvia
swedbank-as-latvia-lva,Latvia
parex-bankcitadele-banka-latvia-lva,Latvia
as-expobank-latvia-lva,Latvia
aizraulkles-banka-latvia-lva,Latvia
seb-banka-riga-latvia-lva,Latvia
smp-bank-latvia-lva,Latvia
as-privatbank-latvia-lva,Latvia
rietumu-banka-jsc-latvia-lva,Latvia
parexcitadele-banka-latvia-lva,Latvia
ablv-bank-as-riga-latvia-latvia-lva,Latvia
regionala-investiciju-banka-riga-latvia-lva,Latvia
norvik-banka-latvia-lva,Latvia
rietumu-banka-latvia-lva,Latvia
ao-rietumu-banka-jsc-latvia-lva,Latvia
baltic-international-bank-latvia-lva,Latvia
norvik-banka-jsc-riga-latvia-lva,Latvia
jsc-norvik-banka-latvia-lva,Latvia
regionala-investiciju-banka,Latvia
privatbank-riga-latvia-lva,Latvia
jsc-norvikbanka-riga-latvia-lva,Latvia
latvian-trade-commercial-bank-riga-latvia-lva,Latvia
seb-banka,Latvia
danske-bank-lv-lva,Latvia
ablv-bank-as-riga-latvia-lva,Latvia
latvian-trade-commercial-bank,Latvia
rietumu-bank-riga-latvia-lva,Latvia
swedbank-as,Latvia
jsc-baltikums-bank,Latvia
rigensis-bank-as-latvia-lva,Latvia
baltikums-bank-riga-lv-lva,Latvia
rigenesis-bank-as-latvia-lva,Latvia
rietumu-banka-jsc-riga-latvia-lva,Latvia
parex-bankcitadele-banka,Latvia
ablv-bank-riga-latvia-lva,Latvia
jsc-norvikbanka,Latvia
baltic-international-bank,Latvia
ltb-bank-riga,Latvia
baltikums-bank-latvia-lva,Latvia
trasta-komercbanka,Latvia
as-expo-bank-riga-latvia-lva,Latvia
aizkraukles-banka,Latvia
baltikums-bank-as-latvia-lva,Latvia
jsc-norvik-banka-riga-latvia-lva,Latvia
rigenesis-bank-as,Latvia
aizraulkles-banka,Latvia
baltikums-bank-riga-latvia-lva,Latvia
meridian-trade-bank-formerly-multibanka-riga-latvia-lva,Latvia
jsc-norvik-banka,Latvia
ltb-bank-latvia-lva,Latvia
aizkraukles-banka-latvia-lva,Latvia
first-national-bank-sal-hazmieh-lebanon-lbn,Lebanon
credit-libanais-sal-account-lebanon-lbn,Lebanon
bank-audi-sal-audi-saradar-group,Lebanon
fransabank-sal,Lebanon
bank-audi-sal-lebanon-lbn,Lebanon
societe-generale-de-banque-au-liban-sal-beirut-lebanon-lbn,Lebanon
credit-libanais-sal-lebanon-lbn,Lebanon
byblos-bank-sal,Lebanon
gazprombank-invest,Lebanon
bank-of-beirut-and-the-arab-countries-s-a-l,Lebanon
national-bank-sal,Lebanon
lebanon-and-gulf-bank-sal,Lebanon
al-mawarid-bank,Lebanon
bank-of-beirut-arab-beirut-lebanon-lbn,Lebanon
bank-of-beirut-and-the-arab-countries-s-a-l-beirut-lebanon-lbn,Lebanon
b-l-c-bank-s-a-l-lebanon-lbn,Lebanon
first-national-bank-salbeirut-beirut-lebanon-lbn,Lebanon
audi-private-bank-sal-beirut-lebanon-lbn,Lebanon
al-mawarid-bank-lebanon-lbn,Lebanon
bbac-sal-lebanon-lbn,Lebanon
fransabank-sal-lebanon-lbn,Lebanon
cscbank-sal-beirut-lebanon-lbn,Lebanon
bank-of-beirut-sal-beirut-lebanon-lbn,Lebanon
first-national-bank-sal-beirut-lebanon-lbn,Lebanon
lebanon-and-gulf-bank-sal-beirut-lebanon-lbn,Lebanon
bank-audi-sal-beirut-lebanon-lbn,Lebanon
byblos-bank-sal-beirut-lebanon-lbn,Lebanon
volksbank-ag-schaan-liechtenstein-lie,Liechtenstein
bank-frick-and-co-aktiengesellschaft,Liechtenstein
valartis-bank,Liechtenstein
verwaltungs-und-privat-bank-ag,Liechtenstein
verwaltungs-und-privat-bank-ag-lichtenstein-lie,Liechtenstein
lgt-bank,Liechtenstein
vp-bank-ag,Liechtenstein
bank-ag-vaduz,Liechtenstein
liechtensteinische-landesbank,Liechtenstein
lgt-bank-ltd-vaduz-liechtenstein-lie,Liechtenstein
hypo-investment-bank-bendern-liechtenstein-lie,Liechtenstein
kaiser-ritter-partner-privatbank-ag,Liechtenstein
bank-frick-and-co-aktiengesellschaft-balzers-liechtenstein-lie,Liechtenstein
vp-bank-ag-triesen-liechtenstein-lie,Liechtenstein
liechtensteinische-landesbank-vaduz-liechtenstein-lie,Liechtenstein
liechtensteinische-landesbank-liechtenstein-lie,Liechtenstein
vp-bank-ag-vaduz-liechtenstein-lie,Liechtenstein
verwaltungs-und-privat-bank-ag-liechtenstein-lie,Liechtenstein
ab-dnb-bankas,Lithuania
credit-bank-snoras-lithuania-ltu,Lithuania
seb-bank-as,Lithuania
banksnoras-vilnius-lithuania-ltu,Lithuania
bank-snoras-vilnia-lithuania-ltu,Lithuania
danske-bank-as,Lithuania
ukio-bankas-kaunas-lithuania-ltu,Lithuania
